mating.regime,block,stock,treatment,replicate,sex,sample.size,total.mass,mean.mass.per.fly
monogamy,1,inbred,low,4,f,3,0.822,0.274
monogamy,1,inbred,low,4,f,3,0.788,0.262666667
monogamy,1,inbred,low,4,f,3,0.789,0.263
monogamy,1,inbred,low,4,f,2,0.542,0.271
monogamy,1,inbred,low,5,f,3,0.686,0.228666667
monogamy,1,inbred,low,5,f,3,0.643,0.214333333
monogamy,1,inbred,low,5,f,3,0.655,0.218333333
monogamy,1,inbred,low,5,f,3,0.658,0.219333333
monogamy,2,inbred,low,14,f,3,0.645,0.215
monogamy,2,inbred,low,14,f,3,0.716,0.238666667
monogamy,2,inbred,low,14,f,3,0.69,0.23
monogamy,2,inbred,low,14,f,3,0.601,0.200333333
monogamy,2,inbred,low,14,f,3,0.687,0.229
monogamy,2,inbred,low,14,f,3,0.653,0.217666667
monogamy,2,inbred,low,15,f,3,0.781,0.260333333
monogamy,2,inbred,low,15,f,3,0.841,0.280333333
monogamy,2,inbred,low,15,f,3,0.764,0.254666667
monogamy,2,inbred,low,15,f,3,0.838,0.279333333
monogamy,2,inbred,low,15,f,3,0.759,0.253
monogamy,2,inbred,low,15,f,3,0.732,0.244
monogamy,2,inbred,low,15,f,3,0.78,0.26
monogamy,2,inbred,low,15,f,3,0.808,0.269333333
monogamy,2,inbred,low,15,f,3,0.829,0.276333333
monogamy,2,inbred,low,15,f,3,0.778,0.259333333
monogamy,2,inbred,low,16,f,3,0.562,0.187333333
monogamy,2,inbred,low,16,f,3,0.795,0.265
monogamy,2,inbred,low,16,f,3,0.835,0.278333333
monogamy,2,inbred,low,16,f,3,0.556,0.185333333
monogamy,2,inbred,low,16,f,3,0.778,0.259333333
monogamy,2,inbred,low,16,f,3,0.833,0.277666667
monogamy,2,inbred,low,16,f,3,0.797,0.265666667
monogamy,2,inbred,low,16,f,3,0.841,0.280333333
monogamy,2,inbred,low,16,f,3,0.807,0.269
monogamy,2,inbred,low,16,f,3,0.85,0.283333333
monogamy,2,inbred,low,17,f,3,0.833,0.277666667
monogamy,2,inbred,low,17,f,3,0.843,0.281
monogamy,2,inbred,low,17,f,3,0.885,0.295
monogamy,2,inbred,low,17,f,3,0.886,0.295333333
monogamy,2,inbred,low,17,f,3,0.739,0.246333333
monogamy,2,inbred,low,17,f,3,0.85,0.283333333
monogamy,2,inbred,low,17,f,3,0.9,0.3
monogamy,2,inbred,low,17,f,3,0.78,0.26
monogamy,2,inbred,low,17,f,3,0.834,0.278
monogamy,2,inbred,low,17,f,1,0.279,0.279
monogamy,2,inbred,low,18,f,3,0.662,0.220666667
monogamy,2,inbred,low,18,f,3,0.689,0.229666667
monogamy,2,inbred,low,18,f,3,0.681,0.227
monogamy,2,inbred,low,18,f,3,0.71,0.236666667
monogamy,2,inbred,low,18,f,3,0.708,0.236
monogamy,2,inbred,low,18,f,3,0.7,0.233333333
monogamy,2,inbred,low,18,f,3,0.663,0.221
monogamy,2,inbred,low,18,f,3,0.706,0.235333333
monogamy,1,inbred,low,9,f,3,0.67,0.223333333
monogamy,1,inbred,low,9,f,3,0.661,0.220333333
monogamy,1,inbred,low,1,m,4,0.701,0.17525
monogamy,1,inbred,low,1,m,3,0.549,0.183
monogamy,1,inbred,low,1,m,3,0.501,0.167
monogamy,1,inbred,low,1,m,1,0.153,0.153
monogamy,1,inbred,low,1,m,3,0.578,0.192666667
monogamy,1,inbred,low,2,m,3,0.459,0.153
monogamy,1,inbred,low,2,m,3,0.493,0.164333333
monogamy,1,inbred,low,2,m,3,0.471,0.157
monogamy,1,inbred,low,2,m,3,0.502,0.167333333
monogamy,1,inbred,low,2,m,3,0.459,0.153
monogamy,1,inbred,low,2,m,3,0.474,0.158
monogamy,1,inbred,low,2,m,3,0.467,0.155666667
monogamy,1,inbred,low,2,m,3,0.513,0.171
monogamy,1,inbred,low,2,m,3,0.447,0.149
monogamy,1,inbred,low,2,m,3,0.512,0.170666667
monogamy,1,inbred,low,3,m,3,0.503,0.167666667
monogamy,1,inbred,low,3,m,3,0.48,0.16
monogamy,1,inbred,low,3,m,3,0.519,0.173
monogamy,1,inbred,low,3,m,3,0.494,0.164666667
monogamy,1,inbred,low,3,m,3,0.452,0.150666667
monogamy,1,inbred,low,3,m,3,0.486,0.162
monogamy,1,inbred,low,3,m,3,0.494,0.164666667
monogamy,1,inbred,low,3,m,3,0.476,0.158666667
monogamy,1,inbred,low,3,m,3,0.48,0.16
monogamy,1,inbred,low,3,m,3,0.496,0.165333333
monogamy,1,inbred,low,4,m,3,0.478,0.159333333
monogamy,1,inbred,low,4,m,3,0.493,0.164333333
monogamy,1,inbred,low,4,m,3,0.523,0.174333333
monogamy,1,inbred,low,4,m,3,0.511,0.170333333
monogamy,1,inbred,low,4,m,3,0.619,0.206333333
monogamy,1,inbred,low,4,m,3,0.502,0.167333333
monogamy,1,inbred,low,5,m,3,0.462,0.154
monogamy,1,inbred,low,5,m,3,0.458,0.152666667
monogamy,1,inbred,low,5,m,3,0.431,0.143666667
monogamy,1,inbred,low,5,m,3,0.456,0.152
monogamy,1,inbred,low,5,m,3,0.451,0.150333333
monogamy,1,inbred,low,5,m,3,0.512,0.170666667
monogamy,1,inbred,low,5,m,3,0.491,0.163666667
monogamy,1,inbred,low,5,m,3,0.449,0.149666667
monogamy,1,inbred,low,5,m,3,0.47,0.156666667
monogamy,1,inbred,low,5,m,3,0.462,0.154
monogamy,1,inbred,low,6,m,3,0.514,0.171333333
monogamy,1,inbred,low,6,m,3,0.508,0.169333333
monogamy,1,inbred,low,6,m,3,0.495,0.165
monogamy,1,inbred,low,6,m,3,0.53,0.176666667
monogamy,1,inbred,low,6,m,3,0.534,0.178
monogamy,1,inbred,low,6,m,3,0.54,0.18
monogamy,1,inbred,low,6,m,1,0.177,0.177
monogamy,1,inbred,low,7,m,3,0.509,0.169666667
monogamy,1,inbred,low,7,m,3,0.484,0.161333333
monogamy,1,inbred,low,7,m,3,0.491,0.163666667
monogamy,1,inbred,low,7,m,3,0.473,0.157666667
monogamy,1,inbred,low,7,m,3,0.48,0.16
monogamy,1,inbred,low,7,m,3,0.48,0.16
monogamy,1,inbred,low,7,m,3,0.472,0.157333333
monogamy,1,inbred,low,7,m,3,0.476,0.158666667
monogamy,1,inbred,low,7,m,3,0.497,0.165666667
monogamy,1,inbred,low,7,m,3,0.517,0.172333333
monogamy,1,inbred,low,8,m,3,0.501,0.167
monogamy,1,inbred,low,8,m,3,0.488,0.162666667
monogamy,1,inbred,low,8,m,3,0.507,0.169
monogamy,1,inbred,low,8,m,3,0.495,0.165
monogamy,1,inbred,low,8,m,3,0.498,0.166
monogamy,1,inbred,low,8,m,3,0.488,0.162666667
monogamy,1,inbred,low,8,m,3,0.489,0.163
monogamy,1,inbred,low,8,m,3,0.5,0.166666667
monogamy,1,inbred,low,8,m,2,0.326,0.163
monogamy,1,inbred,low,9,m,3,0.496,0.165333333
monogamy,1,inbred,low,9,m,3,0.471,0.157
monogamy,1,inbred,low,9,m,3,0.463,0.154333333
monogamy,1,inbred,low,9,m,3,0.485,0.161666667
monogamy,1,inbred,low,9,m,3,0.478,0.159333333
monogamy,1,inbred,low,9,m,3,0.46,0.153333333
monogamy,1,inbred,low,9,m,3,0.47,0.156666667
monogamy,1,inbred,low,9,m,3,0.475,0.158333333
monogamy,1,inbred,low,9,m,3,0.459,0.153
monogamy,1,inbred,high,9,m,3,0.465,0.155
monogamy,1,bw,high,1,f,3,0.383,0.127666667
monogamy,1,bw,high,1,f,3,0.49,0.163333333
monogamy,1,bw,high,1,f,3,0.546,0.182
monogamy,1,bw,high,1,f,3,0.52,0.173333333
monogamy,1,bw,high,2,f,3,0.411,0.137
monogamy,1,bw,high,2,f,3,0.584,0.194666667
monogamy,1,bw,high,2,f,3,0.528,0.176
monogamy,1,bw,high,2,f,3,0.508,0.169333333
monogamy,1,bw,high,2,f,3,0.465,0.155
monogamy,1,bw,high,2,f,3,0.496,0.165333333
monogamy,1,bw,high,2,f,3,0.56,0.186666667
monogamy,1,bw,high,3,f,3,0.536,0.178666667
monogamy,1,bw,high,3,f,3,0.531,0.177
monogamy,1,bw,high,3,f,3,0.527,0.175666667
monogamy,1,bw,high,3,f,3,0.512,0.170666667
monogamy,1,bw,high,3,f,3,0.554,0.184666667
monogamy,1,bw,high,3,f,1,0.218,0.218
monogamy,1,bw,high,4,f,3,0.519,0.173
monogamy,1,bw,high,4,f,3,0.666,0.222
monogamy,1,bw,high,4,f,3,0.604,0.201333333
monogamy,1,bw,high,4,f,3,0.627,0.209
monogamy,1,bw,high,4,f,3,0.775,0.258333333
monogamy,1,bw,high,4,f,3,0.578,0.192666667
monogamy,1,bw,high,4,f,3,0.541,0.180333333
monogamy,1,bw,high,4,f,3,0.631,0.210333333
monogamy,1,bw,high,4,f,3,0.629,0.209666667
monogamy,1,bw,high,5,f,3,0.691,0.230333333
monogamy,1,bw,high,5,f,3,0.626,0.208666667
monogamy,1,bw,high,5,f,3,0.658,0.219333333
monogamy,1,bw,high,5,f,3,0.672,0.224
monogamy,1,bw,high,6,f,3,0.564,0.188
monogamy,1,bw,high,6,f,3,0.588,0.196
monogamy,1,bw,high,6,f,2,0.458,0.229
monogamy,1,bw,high,7,f,3,0.484,0.161333333
monogamy,1,bw,high,7,f,3,0.624,0.208
monogamy,1,bw,high,7,f,3,0.566,0.188666667
monogamy,1,bw,high,7,f,3,0.558,0.186
monogamy,1,bw,high,8,f,3,0.675,0.225
monogamy,1,bw,high,8,f,3,0.596,0.198666667
monogamy,1,bw,high,8,f,1,0.28,0.28
monogamy,1,bw,high,9,f,3,0.751,0.250333333
monogamy,1,bw,high,9,f,2,0.42,0.21
monogamy,1,bw,high,9,f,1,0.234,0.234
monogamy,1,sim,high,1,m,3,0.363,0.121
monogamy,1,sim,high,1,m,3,0.416,0.138666667
monogamy,1,sim,high,1,m,3,0.423,0.141
monogamy,1,sim,high,2,m,2,0.291,0.1455
monogamy,1,sim,high,2,m,3,0.45,0.15
monogamy,1,sim,high,3,m,3,0.362,0.120666667
monogamy,1,sim,high,3,m,3,0.37,0.123333333
monogamy,1,sim,high,3,m,1,0.116,0.116
monogamy,1,sim,high,4,m,3,0.413,0.137666667
monogamy,1,sim,high,4,m,3,0.393,0.131
monogamy,1,sim,high,4,m,3,0.388,0.129333333
monogamy,1,sim,high,5,m,3,0.504,0.168
monogamy,1,sim,high,5,m,3,0.45,0.15
monogamy,1,sim,high,5,m,3,0.36,0.12
monogamy,1,sim,high,5,m,3,0.365,0.121666667
monogamy,1,sim,high,5,m,3,0.37,0.123333333
monogamy,1,sim,high,5,m,2,0.236,0.118
monogamy,1,sim,high,6,m,3,0.657,0.219
monogamy,1,sim,high,6,m,2,0.258,0.129
monogamy,1,sim,high,6,m,3,0.391,0.130333333
monogamy,1,sim,high,6,m,3,0.63,0.21
monogamy,1,sim,high,7,m,1,0.183,0.183
monogamy,1,sim,high,8,m,3,0.427,0.142333333
monogamy,1,sim,high,9,m,3,0.381,0.127
monogamy,1,sim,high,1,f,2,0.445,0.2225
monogamy,1,sim,high,1,f,3,0.626,0.208666667
monogamy,1,sim,high,1,f,3,0.673,0.224333333
monogamy,1,sim,high,2,f,3,0.574,0.191333333
monogamy,1,sim,high,2,f,3,0.6,0.2
monogamy,1,sim,high,2,f,3,0.636,0.212
monogamy,1,sim,high,3,f,3,0.62,0.206666667
monogamy,1,sim,high,3,f,3,0.627,0.209
monogamy,1,sim,high,3,f,1,0.179,0.179
monogamy,1,sim,high,4,f,3,0.612,0.204
monogamy,1,sim,high,4,f,3,0.63,0.21
monogamy,1,sim,high,4,f,1,0.219,0.219
monogamy,1,sim,high,5,f,3,0.563,0.187666667
monogamy,1,sim,high,5,f,3,0.618,0.206
monogamy,1,sim,high,5,f,3,0.654,0.218
monogamy,1,sim,high,5,f,1,0.247,0.247
monogamy,1,sim,high,6,f,2,0.324,0.162
monogamy,1,sim,high,6,f,3,0.577,0.192333333
monogamy,1,sim,high,7,f,3,0.524,0.174666667
monogamy,1,sim,high,7,f,3,0.701,0.233666667
monogamy,1,sim,high,7,f,1,0.247,0.247
monogamy,1,sim,high,8,f,1,0.193,0.193
monogamy,1,sim,high,9,f,3,0.565,0.188333333
monogamy,1,sim,low,1,m,3,0.5,0.166666667
monogamy,1,sim,low,1,m,3,0.442,0.147333333
monogamy,1,sim,low,1,m,3,0.47,0.156666667
monogamy,1,sim,low,1,m,3,0.443,0.147666667
monogamy,1,sim,low,1,m,3,0.438,0.146
monogamy,1,sim,low,1,m,3,0.47,0.156666667
monogamy,1,sim,low,1,m,3,0.469,0.156333333
monogamy,1,sim,low,1,m,3,0.468,0.156
monogamy,1,sim,low,2,m,3,0.477,0.159
monogamy,1,sim,low,2,m,3,0.513,0.171
monogamy,1,sim,low,2,m,3,0.488,0.162666667
monogamy,1,sim,low,2,m,3,0.447,0.149
monogamy,1,sim,low,2,m,3,0.503,0.167666667
monogamy,1,sim,low,2,m,3,0.48,0.16
monogamy,1,sim,low,2,m,3,0.52,0.173333333
monogamy,1,sim,low,2,m,3,0.508,0.169333333
monogamy,1,sim,low,3,m,1,0.435,0.435
monogamy,1,sim,low,1,f,3,0.804,0.268
monogamy,1,sim,low,1,f,3,0.96,0.32
monogamy,1,sim,low,1,f,3,0.821,0.273666667
monogamy,1,sim,low,1,f,3,0.832,0.277333333
monogamy,1,sim,low,1,f,3,0.749,0.249666667
monogamy,1,sim,low,2,f,3,0.704,0.234666667
monogamy,1,sim,low,2,f,3,0.701,0.233666667
monogamy,1,sim,low,2,f,3,0.708,0.236
monogamy,1,sim,low,2,f,3,0.654,0.218
monogamy,1,sim,low,2,f,3,0.797,0.265666667
monogamy,1,sim,low,2,f,2,0.502,0.251
monogamy,1,sim,low,2,f,3,0.732,0.244
monogamy,1,sim,low,2,f,3,0.723,0.241
monogamy,1,sim,low,2,f,3,0.727,0.242333333
monogamy,1,sim,low,4,f,1,0.335,0.335
monogamy,1,sim,low,6,f,1,0.341,0.341
monogamy,1,sim,low,7,f,1,0.204,0.204
monogamy,1,bw,low,1,m,3,0.45,0.15
monogamy,1,bw,low,1,m,3,0.453,0.151
monogamy,1,bw,low,1,m,3,0.455,0.151666667
monogamy,1,bw,low,1,m,3,0.45,0.15
monogamy,1,bw,low,1,m,3,0.499,0.166333333
monogamy,1,bw,low,1,m,3,0.487,0.162333333
monogamy,1,bw,low,1,m,3,0.487,0.162333333
monogamy,1,bw,low,1,m,3,0.435,0.145
monogamy,1,bw,low,2,m,3,0.487,0.162333333
monogamy,1,bw,low,2,m,3,0.495,0.165
monogamy,1,bw,low,2,m,3,0.458,0.152666667
monogamy,1,bw,low,2,m,3,0.509,0.169666667
monogamy,1,bw,low,2,m,3,0.451,0.150333333
monogamy,1,bw,low,2,m,2,0.33,0.165
monogamy,1,bw,low,2,m,6,0.92,0.153333333
monogamy,1,bw,low,3,m,3,0.463,0.154333333
monogamy,1,bw,low,3,m,3,0.459,0.153
monogamy,1,bw,low,3,m,3,0.533,0.177666667
monogamy,1,bw,low,3,m,3,0.501,0.167
monogamy,1,bw,low,3,m,3,0.557,0.185666667
monogamy,1,bw,low,4,m,3,0.532,0.177333333
monogamy,1,bw,low,4,m,3,0.556,0.185333333
monogamy,1,bw,low,4,m,3,0.5,0.166666667
monogamy,1,bw,low,4,m,3,0.494,0.164666667
monogamy,1,bw,low,4,m,3,0.512,0.170666667
monogamy,1,bw,low,4,m,3,0.481,0.160333333
monogamy,1,bw,low,5,m,3,0.49,0.163333333
monogamy,1,bw,low,5,m,3,0.486,0.162
monogamy,1,bw,low,5,m,3,0.497,0.165666667
monogamy,1,bw,low,5,m,3,0.484,0.161333333
monogamy,1,bw,low,6,m,3,0.452,0.150666667
monogamy,1,bw,low,6,m,3,0.515,0.171666667
monogamy,1,bw,low,6,m,3,0.479,0.159666667
monogamy,1,bw,low,6,m,3,0.487,0.162333333
monogamy,1,bw,low,6,m,1,0.188,0.188
monogamy,1,bw,low,7,m,3,0.447,0.149
monogamy,1,bw,low,7,m,3,0.437,0.145666667
monogamy,1,bw,low,7,m,3,0.445,0.148333333
monogamy,1,bw,low,7,m,3,0.447,0.149
monogamy,1,bw,low,7,m,3,0.47,0.156666667
monogamy,1,bw,low,7,m,3,0.461,0.153666667
monogamy,1,bw,low,8,m,3,0.62,0.206666667
monogamy,1,bw,low,8,m,3,0.427,0.142333333
monogamy,1,bw,low,8,m,3,0.562,0.187333333
monogamy,1,bw,low,8,m,3,0.453,0.151
monogamy,1,bw,low,8,m,2,0.27,0.135
monogamy,1,bw,low,9,m,3,0.467,0.155666667
monogamy,1,bw,low,9,m,3,0.455,0.151666667
monogamy,1,bw,low,9,m,3,0.44,0.146666667
monogamy,1,bw,low,9,m,3,0.484,0.161333333
monogamy,1,bw,low,1,f,3,0.778,0.259333333
monogamy,1,bw,low,1,f,3,0.775,0.258333333
monogamy,1,bw,low,1,f,3,0.781,0.260333333
monogamy,1,bw,low,1,f,3,0.755,0.251666667
monogamy,1,bw,low,1,f,3,0.738,0.246
monogamy,1,bw,low,1,f,3,0.758,0.252666667
monogamy,1,bw,low,1,f,3,0.737,0.245666667
monogamy,1,bw,low,2,f,2,0.504,0.252
monogamy,1,bw,low,2,f,3,0.806,0.268666667
monogamy,1,bw,low,2,f,3,0.928,0.309333333
monogamy,1,bw,low,2,f,3,0.786,0.262
monogamy,1,bw,low,2,f,3,0.814,0.271333333
monogamy,1,bw,low,3,f,3,0.827,0.275666667
monogamy,1,bw,low,3,f,3,0.805,0.268333333
monogamy,1,bw,low,3,f,3,0.758,0.252666667
monogamy,1,bw,low,4,f,3,0.765,0.255
monogamy,1,bw,low,4,f,3,0.722,0.240666667
monogamy,1,bw,low,4,f,2,0.436,0.218
monogamy,1,bw,low,4,f,3,0.749,0.249666667
monogamy,1,bw,low,4,f,3,0.74,0.246666667
monogamy,1,bw,low,4,f,3,0.732,0.244
monogamy,1,bw,low,4,f,3,0.706,0.235333333
monogamy,1,bw,low,4,f,3,0.86,0.286666667
monogamy,1,bw,low,4,f,3,0.765,0.255
monogamy,1,bw,low,5,f,3,0.852,0.284
monogamy,1,bw,low,5,f,3,0.877,0.292333333
monogamy,1,bw,low,5,f,3,0.819,0.273
monogamy,1,bw,low,5,f,3,0.892,0.297333333
monogamy,1,bw,low,6,f,2,0.572,0.286
monogamy,1,bw,low,6,f,3,0.784,0.261333333
monogamy,1,bw,low,6,f,3,0.988,0.329333333
monogamy,1,bw,low,6,f,3,0.847,0.282333333
monogamy,1,bw,low,6,f,3,0.959,0.319666667
monogamy,1,bw,low,7,f,3,0.768,0.256
monogamy,1,bw,low,7,f,3,0.811,0.270333333
monogamy,1,bw,low,7,f,3,0.765,0.255
monogamy,1,bw,low,7,f,3,0.811,0.270333333
monogamy,1,bw,low,8,f,3,0.719,0.239666667
monogamy,1,bw,low,8,f,3,0.773,0.257666667
monogamy,1,bw,low,7,f,3,0.79,0.263333333
monogamy,1,bw,low,7,f,3,0.777,0.259
monogamy,1,bw,low,7,f,3,0.824,0.274666667
monogamy,1,bw,low,8,f,1,0.252,0.252
monogamy,1,bw,low,8,f,2,0.603,0.3015
monogamy,1,bw,low,8,f,3,0.829,0.276333333
monogamy,1,bw,low,8,f,3,0.806,0.268666667
monogamy,1,bw,low,9,f,4,1.185,0.29625
monogamy,1,bw,low,9,f,3,1.024,0.341333333
cage,1,sim,low,5,m,3,0.588,0.196
cage,1,sim,low,5,m,3,0.521,0.173666667
cage,1,sim,low,5,m,3,0.513,0.171
cage,1,sim,low,5,m,3,0.492,0.164
cage,1,sim,low,4,m,3,0.543,0.181
cage,1,sim,low,4,m,3,0.486,0.162
cage,1,sim,low,4,m,3,0.522,0.174
cage,1,sim,low,4,m,3,0.563,0.187666667
cage,1,sim,low,4,m,3,0.464,0.154666667
cage,1,sim,low,4,m,3,0.563,0.187666667
cage,1,sim,low,4,m,3,0.496,0.165333333
cage,1,sim,low,4,m,3,0.539,0.179666667
cage,1,sim,low,4,m,3,0.513,0.171
cage,1,sim,low,4,m,3,0.564,0.188
cage,1,sim,low,3,m,3,0.509,0.169666667
cage,1,sim,low,3,m,3,0.667,0.222333333
cage,1,sim,low,3,m,3,0.472,0.157333333
cage,1,sim,low,3,m,3,0.589,0.196333333
cage,1,sim,low,3,m,3,0.498,0.166
cage,1,sim,low,3,m,3,0.513,0.171
cage,1,sim,low,3,m,3,0.507,0.169
cage,1,sim,low,3,m,3,0.591,0.197
cage,1,sim,low,3,m,3,0.492,0.164
cage,1,sim,low,3,m,3,0.631,0.210333333
cage,1,sim,low,2,m,3,0.598,0.199333333
cage,1,sim,low,2,m,3,0.576,0.192
cage,1,sim,low,2,m,3,0.593,0.197666667
cage,1,sim,low,2,m,3,0.545,0.181666667
cage,1,sim,low,2,m,3,0.591,0.197
cage,1,sim,low,2,m,3,0.537,0.179
cage,1,sim,low,2,m,3,0.528,0.176
cage,1,sim,low,2,m,3,0.553,0.184333333
cage,1,sim,low,2,m,3,0.487,0.162333333
cage,1,sim,low,2,m,3,0.432,0.144
cage,1,sim,low,1,m,3,0.526,0.175333333
cage,1,sim,low,1,m,3,0.57,0.19
cage,1,sim,low,1,m,3,0.564,0.188
cage,1,sim,low,1,m,3,0.51,0.17
cage,1,sim,low,1,m,3,0.595,0.198333333
cage,1,sim,low,1,m,3,0.476,0.158666667
cage,1,sim,low,1,m,3,0.451,0.150333333
cage,1,sim,low,1,m,3,0.546,0.182
cage,1,sim,low,1,m,3,0.642,0.214
cage,1,sim,low,1,m,3,0.598,0.199333333
cage,1,sim,low,1,f,3,0.434,0.144666667
cage,1,sim,low,1,f,3,0.571,0.190333333
cage,1,sim,low,1,f,3,0.756,0.252
cage,1,sim,low,1,f,3,0.665,0.221666667
cage,1,sim,low,1,f,3,0.438,0.146
cage,1,sim,low,1,f,3,0.45,0.15
cage,1,sim,low,1,f,3,0.63,0.21
cage,1,sim,low,1,f,3,0.727,0.242333333
cage,1,sim,low,2,f,3,1.157,0.385666667
cage,1,sim,low,2,f,3,1.066,0.355333333
cage,1,sim,low,2,f,3,1.141,0.380333333
cage,1,sim,low,2,f,3,1.041,0.347
cage,1,sim,low,2,f,3,1.04,0.346666667
cage,1,sim,low,2,f,3,1.003,0.334333333
cage,1,sim,low,1,f,3,0.807,0.269
cage,1,sim,low,1,f,3,0.771,0.257
cage,1,sim,low,3,f,3,0.987,0.329
cage,1,sim,low,3,f,3,0.926,0.308666667
cage,1,sim,low,3,f,3,1.038,0.346
cage,1,sim,low,3,f,3,1.061,0.353666667
cage,1,sim,low,2,f,3,1.162,0.387333333
cage,1,sim,low,2,f,3,1.115,0.371666667
cage,1,sim,low,2,f,3,1.073,0.357666667
cage,1,sim,low,2,f,3,1.107,0.369
cage,1,sim,low,4,f,3,0.832,0.277333333
cage,1,sim,low,4,f,3,0.929,0.309666667
cage,1,sim,low,3,f,3,1.003,0.334333333
cage,1,sim,low,3,f,3,0.952,0.317333333
cage,1,sim,low,3,f,3,0.931,0.310333333
cage,1,sim,low,3,f,3,0.98,0.326666667
cage,1,sim,low,3,f,3,1.031,0.343666667
cage,1,sim,low,3,f,3,0.956,0.318666667
cage,1,sim,low,4,f,3,0.829,0.276333333
cage,1,sim,low,4,f,3,0.863,0.287666667
cage,1,sim,low,4,f,3,0.883,0.294333333
cage,1,sim,low,4,f,3,0.812,0.270666667
cage,1,sim,low,4,f,3,0.844,0.281333333
cage,1,sim,low,4,f,3,0.79,0.263333333
cage,1,sim,low,4,f,3,0.871,0.290333333
cage,1,sim,low,4,f,3,0.856,0.285333333
cage,1,sim,low,5,f,3,0.989,0.329666667
cage,1,sim,low,5,f,3,0.973,0.324333333
cage,1,sim,low,5,f,3,0.951,0.317
cage,1,sim,low,5,f,3,0.927,0.309
cage,1,sim,low,5,f,3,0.989,0.329666667
cage,1,sim,low,5,f,3,1.014,0.338
cage,1,sim,low,5,f,3,1.04,0.346666667
cage,1,sim,low,5,f,3,1.042,0.347333333
cage,1,sim,low,5,f,3,0.943,0.314333333
cage,1,sim,low,5,f,3,0.935,0.311666667
cage,1,sim,low,6,f,3,0.828,0.276
cage,1,sim,low,6,f,3,0.882,0.294
cage,1,sim,low,6,f,3,0.886,0.295333333
cage,1,sim,low,6,f,3,0.825,0.275
cage,1,sim,low,6,f,3,0.827,0.275666667
cage,1,sim,low,6,f,3,0.726,0.242
cage,1,sim,low,6,f,3,0.826,0.275333333
cage,1,sim,low,6,f,3,0.799,0.266333333
cage,1,sim,low,7,f,3,1.102,0.367333333
cage,1,sim,low,7,f,3,1.042,0.347333333
cage,1,sim,low,7,f,3,1.009,0.336333333
cage,1,sim,low,7,f,3,0.947,0.315666667
cage,1,sim,low,7,f,3,1.015,0.338333333
cage,1,sim,low,7,f,3,1.003,0.334333333
cage,1,sim,low,7,f,3,1.048,0.349333333
cage,1,sim,low,7,f,3,1.033,0.344333333
cage,1,sim,low,7,f,3,1.018,0.339333333
cage,1,sim,low,7,f,3,0.928,0.309333333
cage,1,sim,high,1,f,3,0.475,0.158333333
cage,1,sim,high,1,f,3,0.622,0.207333333
cage,1,sim,high,1,f,3,0.658,0.219333333
cage,1,sim,high,1,f,3,0.642,0.214
cage,1,sim,high,1,f,3,0.642,0.214
cage,1,sim,high,1,f,3,0.577,0.192333333
cage,1,sim,high,1,f,3,0.602,0.200666667
cage,1,sim,high,1,f,3,0.63,0.21
cage,1,sim,high,1,f,3,0.648,0.216
cage,1,sim,high,1,f,3,0.585,0.195
cage,1,sim,high,2,f,3,0.824,0.274666667
cage,1,sim,high,2,f,3,0.757,0.252333333
cage,1,sim,high,2,f,3,0.785,0.261666667
cage,1,sim,high,2,f,3,1.021,0.340333333
cage,1,sim,high,2,f,3,0.864,0.288
cage,1,sim,high,2,f,3,0.681,0.227
cage,1,sim,high,2,f,3,0.886,0.295333333
cage,1,sim,high,2,f,3,0.746,0.248666667
cage,1,sim,high,2,f,3,0.75,0.25
cage,1,sim,high,2,f,3,0.902,0.300666667
cage,1,sim,high,3,f,3,0.684,0.228
cage,1,sim,high,3,f,3,0.644,0.214666667
cage,1,sim,high,3,f,3,0.722,0.240666667
cage,1,sim,high,3,f,3,0.782,0.260666667
cage,1,sim,high,3,f,3,0.639,0.213
cage,1,sim,high,3,f,3,0.621,0.207
cage,1,sim,high,3,f,3,0.662,0.220666667
cage,1,sim,high,3,f,3,0.532,0.177333333
cage,1,sim,high,3,f,3,0.468,0.156
cage,1,sim,high,3,f,3,0.548,0.182666667
cage,1,sim,high,4,f,3,0.552,0.184
cage,1,sim,high,4,f,3,0.592,0.197333333
cage,1,sim,high,4,f,3,0.51,0.17
cage,1,sim,high,4,f,3,0.403,0.134333333
cage,1,sim,high,4,f,3,0.657,0.219
cage,1,sim,high,4,f,3,0.63,0.21
cage,1,sim,high,4,f,3,0.622,0.207333333
cage,1,sim,high,4,f,3,0.49,0.163333333
cage,1,sim,high,4,f,3,0.612,0.204
cage,1,sim,high,4,f,3,0.523,0.174333333
cage,1,sim,high,5,f,3,0.734,0.244666667
cage,1,sim,high,5,f,3,0.84,0.28
cage,1,sim,high,5,f,3,0.822,0.274
cage,1,sim,high,5,f,3,0.789,0.263
cage,1,sim,high,5,f,3,0.82,0.273333333
cage,1,sim,high,5,f,3,0.852,0.284
cage,1,sim,high,5,f,3,0.936,0.312
cage,1,sim,high,5,f,3,0.768,0.256
cage,1,sim,high,5,f,3,0.882,0.294
cage,1,sim,high,5,f,3,0.781,0.260333333
cage,1,sim,high,6,f,3,1.056,0.352
cage,1,sim,high,6,f,3,0.998,0.332666667
cage,1,sim,high,6,f,3,0.857,0.285666667
cage,1,sim,high,6,f,3,0.865,0.288333333
cage,1,sim,high,6,f,3,0.894,0.298
