mating.regime,block,stock,treatment,replicate,sex,sample.size,total.mass,mean.mass.per.fly
monogamy,2,inbred,high,10,m,3,0.652,0.217333333
monogamy,2,inbred,high,10,m,3,0.605,0.201666667
monogamy,2,inbred,high,10,m,3,0.631,0.210333333
monogamy,2,inbred,high,10,m,3,0.66,0.22
monogamy,2,inbred,high,10,m,3,0.541,0.180333333
monogamy,2,inbred,high,10,m,3,0.638,0.212666667
monogamy,2,inbred,high,10,m,3,0.636,0.212
monogamy,2,inbred,high,10,m,3,0.685,0.228333333
monogamy,2,inbred,high,11,m,3,0.756,0.252
monogamy,2,inbred,high,11,m,3,0.78,0.26
monogamy,2,inbred,high,11,m,3,0.778,0.259333333
monogamy,2,inbred,high,11,m,3,0.682,0.227333333
monogamy,2,inbred,high,11,m,3,0.612,0.204
monogamy,2,inbred,high,11,m,3,0.591,0.197
monogamy,2,inbred,high,10,m,3,0.581,0.193666667
monogamy,2,inbred,high,10,m,3,0.604,0.201333333
monogamy,2,inbred,high,11,m,3,0.76,0.253333333
monogamy,2,inbred,high,11,m,3,0.818,0.272666667
monogamy,2,inbred,high,11,m,3,0.785,0.261666667
monogamy,2,inbred,high,11,m,3,0.799,0.266333333
monogamy,2,inbred,high,12,m,3,0.745,0.248333333
monogamy,2,inbred,high,12,m,3,0.774,0.258
monogamy,2,inbred,high,12,m,3,0.771,0.257
monogamy,2,inbred,high,12,m,3,0.737,0.245666667
monogamy,2,inbred,high,12,m,3,0.763,0.254333333
monogamy,2,inbred,high,12,m,3,0.732,0.244
monogamy,2,inbred,high,12,m,3,0.765,0.255
monogamy,2,inbred,high,12,m,3,0.752,0.250666667
monogamy,2,inbred,high,12,m,3,0.736,0.245333333
monogamy,2,inbred,high,12,m,3,0.73,0.243333333
monogamy,2,inbred,high,13,m,3,0.697,0.232333333
monogamy,2,inbred,high,13,m,3,0.768,0.256
monogamy,2,inbred,high,13,m,3,0.75,0.25
monogamy,2,inbred,high,13,m,3,0.703,0.234333333
monogamy,2,inbred,high,13,m,3,0.774,0.258
monogamy,2,inbred,high,13,m,3,0.76,0.253333333
monogamy,2,inbred,high,13,m,3,0.759,0.253
monogamy,2,inbred,high,13,m,3,0.748,0.249333333
monogamy,2,inbred,high,13,m,3,0.764,0.254666667
monogamy,2,inbred,high,13,m,3,0.761,0.253666667
monogamy,2,inbred,high,14,m,3,0.749,0.249666667
monogamy,2,inbred,high,14,m,3,0.748,0.249333333
monogamy,2,inbred,high,14,m,3,0.713,0.237666667
monogamy,2,inbred,high,14,m,3,0.738,0.246
monogamy,2,inbred,high,14,m,3,0.621,0.207
monogamy,2,inbred,high,14,m,3,0.657,0.219
monogamy,2,inbred,high,14,m,3,0.625,0.208333333
monogamy,2,inbred,high,14,m,3,0.679,0.226333333
monogamy,2,inbred,high,14,m,3,0.676,0.225333333
monogamy,2,inbred,high,14,m,3,0.649,0.216333333
monogamy,2,inbred,high,10,f,3,0.9,0.3
monogamy,2,inbred,high,10,f,3,1.01,0.336666667
monogamy,2,inbred,high,10,f,3,0.917,0.305666667
monogamy,2,inbred,high,10,f,3,0.791,0.263666667
monogamy,2,inbred,high,10,f,3,0.893,0.297666667
monogamy,2,inbred,high,10,f,3,0.956,0.318666667
monogamy,2,inbred,high,10,f,3,0.884,0.294666667
monogamy,2,inbred,high,10,f,3,0.96,0.32
monogamy,2,inbred,high,10,f,3,0.952,0.317333333
monogamy,2,inbred,high,10,f,3,0.918,0.306
monogamy,2,inbred,high,11,f,3,0.991,0.330333333
monogamy,2,inbred,high,11,f,3,0.91,0.303333333
monogamy,2,inbred,high,11,f,3,1.059,0.353
monogamy,2,inbred,high,11,f,3,1.089,0.363
monogamy,2,inbred,high,11,f,3,1.163,0.387666667
monogamy,2,inbred,high,11,f,3,1.169,0.389666667
monogamy,2,inbred,high,11,f,3,1.102,0.367333333
monogamy,2,inbred,high,11,f,3,1.212,0.404
monogamy,2,inbred,high,11,f,3,1.093,0.364333333
monogamy,2,inbred,high,11,f,3,1.06,0.353333333
monogamy,2,inbred,high,12,f,3,1.08,0.36
monogamy,2,inbred,high,12,f,3,1.075,0.358333333
monogamy,2,inbred,high,12,f,3,1.13,0.376666667
monogamy,2,inbred,high,12,f,3,1.034,0.344666667
monogamy,2,inbred,high,12,f,3,1.188,0.396
monogamy,2,inbred,high,12,f,3,1.202,0.400666667
monogamy,2,inbred,high,12,f,3,1.106,0.368666667
monogamy,2,inbred,high,12,f,3,1.011,0.337
monogamy,2,inbred,high,12,f,3,1.103,0.367666667
monogamy,2,inbred,high,12,f,3,1.028,0.342666667
monogamy,2,inbred,high,13,f,3,1.156,0.385333333
monogamy,2,inbred,high,13,f,3,1.264,0.421333333
monogamy,2,inbred,high,13,f,3,1.209,0.403
monogamy,2,inbred,high,13,f,3,1.097,0.365666667
monogamy,2,inbred,high,13,f,3,1.131,0.377
monogamy,2,inbred,high,13,f,3,1.094,0.364666667
monogamy,2,inbred,high,13,f,3,1.209,0.403
monogamy,2,inbred,high,13,f,3,1.021,0.340333333
monogamy,2,inbred,high,13,f,3,1,0.333333333
monogamy,2,inbred,high,13,f,3,1.116,0.372
monogamy,2,inbred,high,14,f,3,1.031,0.343666667
monogamy,2,inbred,high,14,f,3,0.921,0.307
monogamy,2,inbred,high,14,f,3,1.008,0.336
monogamy,2,inbred,high,14,f,3,1.024,0.341333333
monogamy,2,inbred,high,14,f,3,0.906,0.302
monogamy,2,inbred,high,14,f,3,0.922,0.307333333
monogamy,2,inbred,high,14,f,3,1.12,0.373333333
monogamy,2,bw,low,10,m,3,0.571,0.190333333
monogamy,2,bw,low,10,m,3,0.635,0.211666667
monogamy,2,bw,low,10,m,3,0.653,0.217666667
monogamy,2,bw,low,10,m,3,0.549,0.183
monogamy,2,bw,low,10,m,3,0.584,0.194666667
monogamy,2,bw,low,10,m,3,0.566,0.188666667
monogamy,2,bw,low,10,m,3,0.577,0.192333333
monogamy,2,bw,low,10,m,3,0.672,0.224
monogamy,2,bw,low,10,m,3,0.598,0.199333333
monogamy,2,bw,low,10,m,3,0.588,0.196
monogamy,2,bw,low,11,m,3,0.613,0.204333333
monogamy,2,bw,low,11,m,3,0.865,0.288333333
monogamy,2,bw,low,11,m,3,0.65,0.216666667
monogamy,2,bw,low,11,m,3,0.635,0.211666667
monogamy,2,bw,low,11,m,3,0.566,0.188666667
monogamy,2,bw,low,11,m,3,0.616,0.205333333
monogamy,2,bw,low,11,m,3,0.564,0.188
monogamy,2,bw,low,11,m,3,0.601,0.200333333
monogamy,2,bw,low,11,m,3,0.564,0.188
monogamy,2,bw,low,11,m,3,0.588,0.196
monogamy,2,bw,low,12,m,3,0.595,0.198333333
monogamy,2,bw,low,12,m,3,0.575,0.191666667
monogamy,2,bw,low,12,m,3,0.575,0.191666667
monogamy,2,bw,low,12,m,3,0.604,0.201333333
monogamy,2,bw,low,12,m,3,0.582,0.194
monogamy,2,bw,low,12,m,3,0.609,0.203
monogamy,2,bw,low,12,m,3,0.577,0.192333333
monogamy,2,bw,low,12,m,3,0.574,0.191333333
monogamy,2,bw,low,12,m,3,0.575,0.191666667
monogamy,2,bw,low,12,m,3,0.615,0.205
monogamy,2,bw,low,13,m,3,0.613,0.204333333
monogamy,2,bw,low,13,m,3,0.582,0.194
monogamy,2,bw,low,13,m,3,0.683,0.227666667
monogamy,2,bw,low,13,m,3,0.614,0.204666667
monogamy,2,bw,low,13,m,3,0.601,0.200333333
monogamy,2,bw,low,13,m,3,0.653,0.217666667
monogamy,2,bw,low,13,m,3,0.641,0.213666667
monogamy,2,bw,low,13,m,3,0.723,0.241
monogamy,2,bw,low,13,m,3,0.692,0.230666667
monogamy,2,bw,low,13,m,3,0.713,0.237666667
monogamy,2,bw,low,14,m,3,0.841,0.280333333
monogamy,2,bw,low,14,m,3,0.609,0.203
monogamy,2,bw,low,14,m,3,0.64,0.213333333
monogamy,2,bw,low,14,m,3,0.601,0.200333333
monogamy,2,bw,low,14,m,3,0.621,0.207
monogamy,2,bw,low,14,m,3,0.603,0.201
monogamy,2,bw,low,14,m,3,0.597,0.199
monogamy,2,bw,low,14,m,3,0.617,0.205666667
monogamy,2,bw,low,14,m,3,0.651,0.217
monogamy,2,bw,low,14,m,3,0.659,0.219666667
monogamy,2,bw,low,15,m,3,0.611,0.203666667
monogamy,2,bw,low,15,m,3,0.646,0.215333333
monogamy,2,bw,low,15,m,3,0.657,0.219
monogamy,2,bw,low,15,m,3,0.642,0.214
monogamy,2,bw,low,15,m,3,0.685,0.228333333
monogamy,2,bw,low,15,m,3,0.639,0.213
monogamy,2,bw,low,15,m,3,0.664,0.221333333
monogamy,2,bw,low,15,m,3,0.695,0.231666667
monogamy,2,bw,low,15,m,3,0.699,0.233
monogamy,2,bw,low,15,m,3,0.768,0.256
monogamy,2,bw,low,16,m,3,0.676,0.225333333
monogamy,2,bw,low,16,m,3,0.626,0.208666667
monogamy,2,bw,low,16,m,3,0.643,0.214333333
monogamy,2,bw,low,16,m,3,0.655,0.218333333
monogamy,2,bw,low,16,m,3,0.641,0.213666667
monogamy,2,bw,low,16,m,3,0.651,0.217
monogamy,2,bw,low,16,m,3,0.676,0.225333333
monogamy,2,bw,low,16,m,3,0.639,0.213
monogamy,2,bw,low,16,m,3,0.669,0.223
monogamy,2,bw,low,16,m,3,0.585,0.195
monogamy,2,bw,low,17,m,3,0.546,0.182
monogamy,2,bw,low,17,m,3,0.56,0.186666667
monogamy,2,bw,low,17,m,3,0.572,0.190666667
monogamy,2,bw,low,17,m,3,0.674,0.224666667
monogamy,2,bw,low,17,m,3,0.578,0.192666667
monogamy,2,bw,low,17,m,3,0.59,0.196666667
monogamy,2,bw,low,17,m,3,0.602,0.200666667
monogamy,2,bw,low,17,m,3,0.558,0.186
monogamy,2,bw,low,17,m,3,0.58,0.193333333
monogamy,2,bw,low,17,m,3,0.586,0.195333333
monogamy,2,bw,low,18,m,3,0.625,0.208333333
monogamy,2,bw,low,18,m,3,0.53,0.176666667
monogamy,2,bw,low,18,m,3,0.573,0.191
monogamy,2,bw,low,18,m,3,0.58,0.193333333
monogamy,2,bw,low,18,m,3,0.568,0.189333333
monogamy,2,bw,low,18,m,3,0.593,0.197666667
monogamy,2,bw,low,18,m,3,0.643,0.214333333
monogamy,2,bw,low,18,m,3,0.524,0.174666667
monogamy,2,bw,low,18,m,3,0.576,0.192
monogamy,2,bw,low,18,m,3,0.56,0.186666667
monogamy,2,bw,low,10,f,3,0.981,0.327
monogamy,2,bw,low,10,f,3,1.117,0.372333333
monogamy,2,bw,low,10,f,3,0.823,0.274333333
monogamy,2,bw,low,10,f,3,1.093,0.364333333
monogamy,2,bw,low,10,f,3,0.981,0.327
monogamy,2,bw,low,10,f,3,1.083,0.361
monogamy,2,bw,low,10,f,3,0.975,0.325
monogamy,2,bw,low,10,f,3,0.942,0.314
monogamy,2,bw,low,10,f,3,0.944,0.314666667
monogamy,2,bw,low,10,f,3,0.958,0.319333333
monogamy,2,bw,low,11,f,3,0.972,0.324
monogamy,2,bw,low,11,f,3,0.966,0.322
monogamy,2,bw,low,11,f,3,1.016,0.338666667
monogamy,2,bw,low,11,f,3,0.893,0.297666667
monogamy,2,bw,low,11,f,3,1.023,0.341
monogamy,2,bw,low,11,f,3,0.777,0.259
monogamy,2,bw,low,11,f,3,0.783,0.261
monogamy,2,bw,low,11,f,3,0.801,0.267
monogamy,2,bw,low,11,f,3,0.872,0.290666667
monogamy,2,bw,low,11,f,3,0.829,0.276333333
monogamy,2,bw,low,12,f,3,0.765,0.255
monogamy,2,bw,low,12,f,3,0.805,0.268333333
monogamy,2,bw,low,12,f,3,0.716,0.238666667
monogamy,2,bw,low,12,f,3,0.815,0.271666667
monogamy,2,bw,low,12,f,3,0.729,0.243
monogamy,2,bw,low,12,f,3,0.742,0.247333333
monogamy,2,bw,low,12,f,3,0.767,0.255666667
monogamy,2,bw,low,12,f,3,0.827,0.275666667
monogamy,2,bw,low,12,f,3,0.765,0.255
monogamy,2,bw,low,12,f,3,0.803,0.267666667
monogamy,2,bw,low,13,f,3,0.794,0.264666667
monogamy,2,bw,low,13,f,3,0.94,0.313333333
monogamy,2,bw,low,13,f,3,0.969,0.323
monogamy,2,bw,low,13,f,3,1.058,0.352666667
monogamy,2,bw,low,13,f,3,1.043,0.347666667
monogamy,2,bw,low,13,f,3,1.034,0.344666667
monogamy,2,bw,low,13,f,3,0.74,0.246666667
monogamy,2,bw,low,13,f,3,0.926,0.308666667
monogamy,2,bw,low,13,f,3,0.951,0.317
monogamy,2,bw,low,13,f,3,0.975,0.325
monogamy,2,bw,low,14,f,3,0.974,0.324666667
monogamy,2,bw,low,14,f,3,1.086,0.362
monogamy,2,bw,low,14,f,3,0.941,0.313666667
monogamy,2,bw,low,14,f,3,0.791,0.263666667
monogamy,2,bw,low,14,f,3,0.84,0.28
monogamy,2,bw,low,14,f,3,0.909,0.303
monogamy,2,bw,low,14,f,3,0.927,0.309
monogamy,2,bw,low,14,f,3,0.977,0.325666667
monogamy,2,bw,low,14,f,3,0.81,0.27
monogamy,2,bw,low,14,f,3,0.889,0.296333333
monogamy,2,bw,low,15,f,3,0.773,0.257666667
monogamy,2,bw,low,15,f,3,0.985,0.328333333
monogamy,2,bw,low,15,f,3,0.842,0.280666667
monogamy,2,bw,low,15,f,3,0.888,0.296
monogamy,2,bw,low,15,f,3,0.879,0.293
monogamy,2,bw,low,15,f,3,1.009,0.336333333
monogamy,2,bw,low,15,f,3,1.086,0.362
monogamy,2,bw,low,15,f,3,0.978,0.326
monogamy,2,bw,low,15,f,3,0.944,0.314666667
monogamy,2,bw,low,15,f,3,1.047,0.349
monogamy,2,bw,low,16,f,3,1.034,0.344666667
monogamy,2,bw,low,16,f,3,1.018,0.339333333
monogamy,2,bw,low,16,f,3,1.082,0.360666667
monogamy,2,bw,low,16,f,3,1.007,0.335666667
monogamy,2,bw,low,16,f,3,1.04,0.346666667
monogamy,2,bw,low,16,f,3,0.983,0.327666667
monogamy,2,bw,low,16,f,3,0.964,0.321333333
monogamy,2,bw,low,16,f,3,0.999,0.333
monogamy,2,bw,low,16,f,3,1.018,0.339333333
monogamy,2,bw,low,16,f,3,1.024,0.341333333
monogamy,2,bw,low,17,f,3,0.811,0.270333333
monogamy,2,bw,low,17,f,3,0.859,0.286333333
monogamy,2,bw,low,17,f,3,0.806,0.268666667
monogamy,2,bw,low,17,f,3,0.783,0.261
monogamy,2,bw,low,17,f,3,0.833,0.277666667
monogamy,2,bw,low,17,f,3,0.839,0.279666667
monogamy,2,bw,low,17,f,3,0.766,0.255333333
monogamy,2,bw,low,17,f,3,0.8,0.266666667
monogamy,2,bw,low,17,f,3,0.702,0.234
monogamy,2,bw,low,17,f,3,0.847,0.282333333
monogamy,2,bw,low,18,f,3,0.799,0.266333333
monogamy,2,bw,low,18,f,3,0.806,0.268666667
monogamy,2,bw,low,18,f,3,0.627,0.209
monogamy,2,bw,low,18,f,3,0.713,0.237666667
monogamy,2,bw,low,18,f,3,0.752,0.250666667
monogamy,2,bw,low,18,f,3,0.854,0.284666667
monogamy,2,bw,low,18,f,3,0.772,0.257333333
monogamy,2,bw,low,18,f,3,0.701,0.233666667
monogamy,2,bw,low,18,f,3,0.75,0.25
monogamy,2,bw,low,18,f,3,0.776,0.258666667
monogamy,2,bw,high,10,m,3,0.55,0.183333333
monogamy,2,bw,high,10,m,3,0.538,0.179333333
monogamy,2,bw,high,10,m,3,0.45,0.15
monogamy,2,bw,high,10,m,3,0.528,0.176
monogamy,2,bw,high,10,m,3,0.636,0.212
monogamy,2,bw,high,10,m,3,0.411,0.137
monogamy,2,bw,high,10,m,3,0.441,0.147
monogamy,2,bw,high,10,m,3,0.432,0.144
monogamy,2,bw,high,10,m,3,0.459,0.153
monogamy,2,bw,high,10,m,3,0.535,0.178333333
monogamy,2,bw,high,11,m,3,0.416,0.138666667
monogamy,2,bw,high,11,m,3,0.577,0.192333333
monogamy,2,bw,high,11,m,3,0.457,0.152333333
monogamy,2,bw,high,11,m,3,0.639,0.213
monogamy,2,bw,high,11,m,3,0.402,0.134
monogamy,2,bw,high,11,m,4,0.772,0.193
monogamy,2,bw,high,11,m,3,0.611,0.203666667
monogamy,2,bw,high,11,m,3,0.572,0.190666667
monogamy,2,bw,high,11,m,3,0.554,0.184666667
monogamy,2,bw,high,11,m,3,0.567,0.189
monogamy,2,bw,high,12,m,3,0.628,0.209333333
monogamy,2,bw,high,12,m,3,0.585,0.195
monogamy,2,bw,high,12,m,3,0.617,0.205666667
monogamy,2,bw,high,12,m,3,0.572,0.190666667
monogamy,2,bw,high,12,m,3,0.609,0.203
monogamy,2,bw,high,12,m,3,0.665,0.221666667
monogamy,2,bw,high,12,m,3,0.648,0.216
monogamy,2,bw,high,12,m,3,0.54,0.18
monogamy,2,bw,high,12,m,3,0.603,0.201
monogamy,2,bw,high,12,m,3,0.563,0.187666667
monogamy,2,bw,high,13,m,3,0.613,0.204333333
monogamy,2,bw,high,13,m,3,0.615,0.205
monogamy,2,bw,high,13,m,3,0.575,0.191666667
monogamy,2,bw,high,13,m,3,0.626,0.208666667
monogamy,2,bw,high,13,m,3,0.52,0.173333333
monogamy,2,bw,high,13,m,3,0.462,0.154
monogamy,2,bw,high,13,m,3,0.499,0.166333333
monogamy,2,bw,high,13,m,3,0.485,0.161666667
monogamy,2,bw,high,13,m,3,0.469,0.156333333
monogamy,2,bw,high,13,m,3,0.512,0.170666667
monogamy,2,bw,high,14,m,3,0.497,0.165666667
monogamy,2,bw,high,14,m,3,0.54,0.18
monogamy,2,bw,high,14,m,3,0.428,0.142666667
monogamy,2,bw,high,14,m,3,0.585,0.195
monogamy,2,bw,high,14,m,3,0.544,0.181333333
monogamy,2,bw,high,14,m,3,0.47,0.156666667
monogamy,2,bw,high,14,m,3,0.479,0.159666667
monogamy,2,bw,high,14,m,3,0.46,0.153333333
monogamy,2,bw,high,14,m,3,0.543,0.181
monogamy,2,bw,high,14,m,3,0.514,0.171333333
monogamy,2,bw,high,15,m,3,0.504,0.168
monogamy,2,bw,high,15,m,3,0.436,0.145333333
monogamy,2,bw,high,15,m,3,0.521,0.173666667
monogamy,2,bw,high,15,m,3,0.464,0.154666667
monogamy,2,bw,high,15,m,3,0.496,0.165333333
monogamy,2,bw,high,15,m,3,0.451,0.150333333
monogamy,2,bw,high,15,m,3,0.512,0.170666667
monogamy,2,bw,high,15,m,3,0.452,0.150666667
monogamy,2,bw,high,15,m,3,0.497,0.165666667
monogamy,2,bw,high,15,m,3,0.446,0.148666667
monogamy,2,bw,high,16,m,3,0.473,0.157666667
monogamy,2,bw,high,16,m,3,0.463,0.154333333
monogamy,2,bw,high,16,m,3,0.501,0.167
monogamy,2,bw,high,16,m,3,0.517,0.172333333
monogamy,2,bw,high,16,m,3,0.547,0.182333333
monogamy,2,bw,high,16,m,3,0.544,0.181333333
monogamy,2,bw,high,16,m,3,0.523,0.174333333
monogamy,2,bw,high,16,m,3,0.479,0.159666667
monogamy,2,bw,high,16,m,3,0.59,0.196666667
monogamy,2,bw,high,16,m,3,0.719,0.239666667
monogamy,2,bw,high,17,m,3,0.582,0.194
monogamy,2,bw,high,17,m,3,0.553,0.184333333
monogamy,2,bw,high,17,m,3,0.61,0.203333333
monogamy,2,bw,high,17,m,3,0.597,0.199
monogamy,2,bw,high,17,m,3,0.543,0.181
monogamy,2,bw,high,17,m,3,0.551,0.183666667
monogamy,2,bw,high,17,m,3,0.509,0.169666667
monogamy,2,bw,high,17,m,3,0.607,0.202333333
monogamy,2,bw,high,17,m,3,0.542,0.180666667
monogamy,2,bw,high,17,m,3,0.514,0.171333333
monogamy,2,bw,high,18,m,3,0.594,0.198
monogamy,2,bw,high,18,m,3,0.598,0.199333333
monogamy,2,bw,high,18,m,3,0.622,0.207333333
monogamy,2,bw,high,18,m,3,0.672,0.224
monogamy,2,bw,high,18,m,3,0.733,0.244333333
monogamy,2,bw,high,18,m,3,0.662,0.220666667
monogamy,2,bw,high,18,m,3,0.741,0.247
monogamy,2,bw,high,18,m,3,0.593,0.197666667
monogamy,2,bw,high,18,m,3,0.595,0.198333333
monogamy,2,bw,high,18,m,3,0.542,0.180666667
monogamy,2,bw,high,10,f,3,0.801,0.267
monogamy,2,bw,high,10,f,3,0.684,0.228
monogamy,2,bw,high,10,f,3,0.764,0.254666667
monogamy,2,bw,high,10,f,3,0.728,0.242666667
monogamy,2,bw,high,10,f,3,0.813,0.271
monogamy,2,bw,high,10,f,3,0.764,0.254666667
monogamy,2,bw,high,10,f,3,0.795,0.265
monogamy,2,bw,high,10,f,3,0.731,0.243666667
monogamy,2,bw,high,10,f,3,0.707,0.235666667
monogamy,2,bw,high,10,f,3,0.807,0.269
monogamy,2,bw,high,11,f,3,0.677,0.225666667
monogamy,2,bw,high,11,f,3,0.752,0.250666667
monogamy,2,bw,high,11,f,3,0.822,0.274
monogamy,2,bw,high,11,f,3,0.653,0.217666667
monogamy,2,bw,high,11,f,3,0.914,0.304666667
monogamy,2,bw,high,11,f,3,0.837,0.279
monogamy,2,bw,high,11,f,3,0.887,0.295666667
monogamy,2,bw,high,11,f,3,0.907,0.302333333
monogamy,2,bw,high,11,f,3,0.885,0.295
monogamy,2,bw,high,11,f,3,0.875,0.291666667
monogamy,2,bw,high,12,f,3,0.882,0.294
monogamy,2,bw,high,12,f,3,0.852,0.284
monogamy,2,bw,high,12,f,3,0.807,0.269
monogamy,2,bw,high,12,f,3,0.896,0.298666667
monogamy,2,bw,high,12,f,3,0.888,0.296
monogamy,2,bw,high,12,f,3,0.872,0.290666667
monogamy,2,bw,high,12,f,3,0.93,0.31
monogamy,2,bw,high,12,f,3,0.893,0.297666667
monogamy,2,bw,high,12,f,3,0.917,0.305666667
monogamy,2,bw,high,12,f,3,0.862,0.287333333
monogamy,2,bw,high,13,f,3,0.928,0.309333333
monogamy,2,bw,high,13,f,3,0.93,0.31
monogamy,2,bw,high,13,f,3,0.991,0.330333333
monogamy,2,bw,high,13,f,3,0.866,0.288666667
monogamy,2,bw,high,13,f,3,0.923,0.307666667
monogamy,2,bw,high,13,f,3,0.865,0.288333333
monogamy,2,bw,high,13,f,3,0.871,0.290333333
monogamy,2,bw,high,13,f,3,0.806,0.268666667
monogamy,2,bw,high,13,f,3,0.805,0.268333333
monogamy,2,bw,high,13,f,3,0.914,0.304666667
monogamy,2,bw,high,14,f,3,0.626,0.208666667
monogamy,2,bw,high,14,f,3,0.769,0.256333333
monogamy,2,bw,high,14,f,3,0.825,0.275
monogamy,2,bw,high,14,f,3,0.752,0.250666667
monogamy,2,bw,high,14,f,3,0.822,0.274
monogamy,2,bw,high,14,f,3,0.916,0.305333333
monogamy,2,bw,high,14,f,3,0.744,0.248
monogamy,2,bw,high,14,f,3,0.808,0.269333333
monogamy,2,bw,high,14,f,3,0.785,0.261666667
monogamy,2,bw,high,14,f,3,0.776,0.258666667
monogamy,2,bw,high,15,f,3,0.778,0.259333333
monogamy,2,bw,high,15,f,3,0.767,0.255666667
monogamy,2,bw,high,15,f,3,0.847,0.282333333
monogamy,2,bw,high,15,f,3,0.786,0.262
monogamy,2,bw,high,15,f,3,0.707,0.235666667
monogamy,2,bw,high,15,f,3,0.752,0.250666667
monogamy,2,bw,high,15,f,3,0.754,0.251333333
monogamy,2,bw,high,15,f,3,0.785,0.261666667
monogamy,2,bw,high,15,f,3,0.883,0.294333333
monogamy,2,bw,high,15,f,3,0.807,0.269
monogamy,2,bw,high,16,f,3,0.739,0.246333333
monogamy,2,bw,high,16,f,3,0.842,0.280666667
monogamy,2,bw,high,16,f,3,0.751,0.250333333
monogamy,2,bw,high,16,f,3,0.796,0.265333333
monogamy,2,bw,high,16,f,3,0.804,0.268
monogamy,2,bw,high,16,f,3,0.809,0.269666667
monogamy,2,bw,high,16,f,3,0.759,0.253
monogamy,2,bw,high,16,f,3,0.864,0.288
monogamy,2,bw,high,16,f,3,0.765,0.255
monogamy,2,bw,high,16,f,3,0.687,0.229
monogamy,2,bw,high,17,f,3,0.854,0.284666667
monogamy,2,bw,high,17,f,3,0.801,0.267
monogamy,2,bw,high,17,f,3,0.88,0.293333333
monogamy,2,bw,high,17,f,3,0.632,0.210666667
monogamy,2,bw,high,17,f,3,0.756,0.252
monogamy,2,bw,high,17,f,3,0.838,0.279333333
monogamy,2,bw,high,17,f,3,0.871,0.290333333
monogamy,2,bw,high,17,f,3,0.653,0.217666667
monogamy,2,bw,high,17,f,3,0.602,0.200666667
monogamy,2,bw,high,17,f,3,0.818,0.272666667
monogamy,2,bw,high,18,f,3,0.666,0.222
monogamy,2,bw,high,18,f,3,0.691,0.230333333
monogamy,2,bw,high,18,f,3,0.811,0.270333333
monogamy,2,bw,high,18,f,3,0.659,0.219666667
monogamy,2,bw,high,18,f,3,0.741,0.247
monogamy,2,bw,high,18,f,3,0.764,0.254666667
monogamy,2,bw,high,18,f,3,0.746,0.248666667
monogamy,2,bw,high,18,f,3,0.809,0.269666667
monogamy,2,bw,high,18,f,3,0.803,0.267666667
monogamy,2,bw,high,18,f,3,0.788,0.262666667
monogamy,2,inbred,low,10,m,3,0.748,0.249333333
monogamy,2,inbred,low,10,m,3,0.746,0.248666667
monogamy,2,inbred,low,10,m,3,0.75,0.25
monogamy,2,inbred,low,10,m,3,0.752,0.250666667
monogamy,2,inbred,low,10,m,3,0.762,0.254
monogamy,2,inbred,low,10,m,3,0.665,0.221666667
monogamy,2,inbred,low,10,m,3,0.708,0.236
monogamy,2,inbred,low,10,m,3,0.715,0.238333333
monogamy,2,inbred,low,10,m,3,0.745,0.248333333
monogamy,2,inbred,low,10,m,3,0.756,0.252
monogamy,2,inbred,low,11,m,3,0.748,0.249333333
monogamy,2,inbred,low,11,m,3,0.689,0.229666667
monogamy,2,inbred,low,11,m,3,1.064,0.354666667
monogamy,2,inbred,low,11,m,3,0.784,0.261333333
monogamy,2,inbred,low,11,m,3,0.805,0.268333333
monogamy,2,inbred,low,11,m,3,0.729,0.243
monogamy,2,inbred,low,11,m,3,0.772,0.257333333
monogamy,2,inbred,low,11,m,3,0.784,0.261333333
monogamy,2,inbred,low,11,m,3,0.754,0.251333333
monogamy,2,inbred,low,11,m,3,0.806,0.268666667
monogamy,2,inbred,low,12,m,3,0.731,0.243666667
monogamy,2,inbred,low,12,m,3,0.812,0.270666667
monogamy,2,inbred,low,12,m,3,0.791,0.263666667
monogamy,2,inbred,low,12,m,3,0.871,0.290333333
monogamy,2,inbred,low,12,m,3,0.717,0.239
monogamy,2,inbred,low,12,m,3,0.719,0.239666667
monogamy,2,inbred,low,12,m,3,0.721,0.240333333
monogamy,2,inbred,low,12,m,3,0.722,0.240666667
monogamy,2,inbred,low,12,m,3,0.758,0.252666667
monogamy,2,inbred,low,12,m,3,0.701,0.233666667
monogamy,2,inbred,low,13,m,3,0.781,0.260333333
monogamy,2,inbred,low,13,m,3,0.813,0.271
monogamy,2,inbred,low,13,m,3,0.73,0.243333333
monogamy,2,inbred,low,13,m,3,0.765,0.255
monogamy,2,inbred,low,13,m,3,0.697,0.232333333
monogamy,2,inbred,low,13,m,3,0.796,0.265333333
monogamy,2,inbred,low,13,m,3,0.731,0.243666667
monogamy,2,inbred,low,13,m,3,0.682,0.227333333
monogamy,2,inbred,low,13,m,3,0.756,0.252
monogamy,2,inbred,low,13,m,3,0.677,0.225666667
monogamy,2,inbred,low,14,m,3,0.714,0.238
monogamy,2,inbred,low,14,m,3,0.749,0.249666667
monogamy,2,inbred,low,14,m,3,0.756,0.252
monogamy,2,inbred,low,14,m,3,0.657,0.219
monogamy,2,inbred,low,14,m,3,0.722,0.240666667
monogamy,2,inbred,low,14,m,3,0.738,0.246
monogamy,2,inbred,low,14,m,3,0.77,0.256666667
monogamy,2,inbred,low,14,m,3,0.67,0.223333333
